scorer,DLC_dlcrnetms5_MOT_NEWJul27shuffle1_50000,DLC_dlcrnetms5_MOT_NEWJul27shuffle1_50000,DLC_dlcrnetms5_MOT_NEWJul27shuffle1_50000,DLC_dlcrnetms5_MOT_NEWJul27shuffle1_50000,DLC_dlcrnetms5_MOT_NEWJul27shuffle1_50000,DLC_dlcrnetms5_MOT_NEWJul27shuffle1_50000,DLC_dlcrnetms5_MOT_NEWJul27shuffle1_50000,DLC_dlcrnetms5_MOT_NEWJul27shuffle1_50000,DLC_dlcrnetms5_MOT_NEWJul27shuffle1_50000,DLC_dlcrnetms5_MOT_NEWJul27shuffle1_50000,DLC_dlcrnetms5_MOT_NEWJul27shuffle1_50000,DLC_dlcrnetms5_MOT_NEWJul27shuffle1_50000,DLC_dlcrnetms5_MOT_NEWJul27shuffle1_50000,DLC_dlcrnetms5_MOT_NEWJul27shuffle1_50000,DLC_dlcrnetms5_MOT_NEWJul27shuffle1_50000
individuals,ind1,ind1,ind1,ind1,ind1,ind1,ind1,ind1,ind1,ind1,ind1,ind1,ind1,ind1,ind1
bodyparts,bodybase,bodybase,bodybase,tailbase,tailbase,tailbase,headbase,headbase,headbase,noses,noses,noses,tailtail,tailtail,tailtail
coords,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood
584,1440.724,664.72,1.0,1437.309,596.983,1.0,1447.685,711.028,1.0,1455.299,742.201,1.0,1439.945,574.574,1.0
585,1440.45,665.102,1.0,1438.687,599.041,1.0,1446.359,707.566,1.0,1453.411,738.548,1.0,1437.218,576.881,1.0
586,1438.923,662.873,1.0,1432.193,599.403,1.0,1442.656,706.432,1.0,1450.183,736.562,1.0,1431.872,574.549,1.0
587,1438.116,662.418,1.0,1432.889,598.761,1.0,1442.93,710.634,1.0,1440.368,743.846,1.0,1428.72,575.906,1.0
588,1437.124,668.527,1.0,1432.902,605.44,1.0,1439.406,720.521,1.0,1431.951,749.779,1.0,1430.924,580.659,1.0
589,1437.46,673.796,1.0,1431.162,611.456,1.0,1437.029,725.962,1.0,1432.416,763.423,1.0,1430.702,586.257,1.0
590,1439.176,687.762,1.0,1435.013,625.35,1.0,1438.825,741.819,1.0,1427.965,768.287,1.0,1435.556,604.193,1.0
591,1441.16,701.368,1.0,1438.191,637.188,1.0,1437.867,753.643,1.0,1423.186,783.14,1.0,1432.426,614.45,1.0
592,1439.061,715.694,1.0,1437.098,648.07,1.0,1436.388,766.56,1.0,1424.565,794.868,1.0,1437.337,624.946,1.0
593,1439.428,725.486,1.0,1441.795,658.299,1.0,1435.739,782.711,1.0,1430.844,807.599,1.0,1439.297,635.195,1.0
594,1440.36,735.547,1.0,1437.189,671.9,1.0,1440.761,790.028,1.0,1430.522,818.512,1.0,1437.698,648.147,1.0
595,1438.801,742.663,1.0,1439.241,678.484,1.0,1441.682,798.182,1.0,1432.546,828.668,1.0,1437.301,655.6,1.0
596,1439.192,749.689,1.0,1437.653,687.884,1.0,1439.276,806.616,1.0,1433.65,838.843,1.0,1438.762,663.022,1.0
597,1439.165,763.839,1.0,1440.832,703.959,1.0,1441.657,815.472,1.0,1436.673,842.947,1.0,1438.518,679.933,1.0
598,1440.093,766.709,1.0,1440.965,710.169,1.0,1440.311,824.922,1.0,1437.385,845.705,1.0,1441.495,686.152,1.0
599,1438.846,775.66,1.0,1442.423,711.698,1.0,1440.705,824.654,1.0,1442.522,847.882,1.0,1440.509,690.66,1.0
